Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Kingdom	Phylum	Class	Order	Family	Genus	Species
UP000265000	Fundulus heteroclitus	8078	33571		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Fundulidae	Fundulus	Fundulus heteroclitus
UP000265020	Cyprinodon variegatus	28743	31881		Unknown	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	Cyprinodon variegatus
UP000265040	Anabas testudineus	64144	64128		Unknown	Metazoa	Chordata	Actinopteri	Anabantiformes	Anabantidae	Anabas	Anabas testudineus
UP000265080	Amphiprion percula	161767	33681		Unknown	Metazoa	Chordata	Actinopteri		Pomacentridae	Amphiprion	Amphiprion percula
UP000265100	Astatotilapia calliptera	8154	74908		Unknown	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Astatotilapia	Astatotilapia calliptera
UP000265120	Cynoglossus semilaevis	244447	32408		Unknown	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Cynoglossidae	Cynoglossus	Cynoglossus semilaevis
UP000265140	Esox lucius	8010	74441		Unknown	Metazoa	Chordata	Actinopteri	Esociformes	Esocidae	Esox	Esox lucius
UP000265160	Maylandia zebra	106582	37294		Unknown	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Maylandia	Maylandia zebra
UP000265300	Lipotes vexillifer	118797	24991		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Lipotidae	Lipotes	Lipotes vexillifer
UP000276834	Chloebia gouldiae	44316	18274		Unknown	Metazoa	Chordata	Aves	Passeriformes	Passeridae	Chloebia	Chloebia gouldiae
UP000283210	Oryzias javanicus	123683	21400		Unknown	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias	Oryzias javanicus
UP000286641	Callorhinus ursinus	34884	35332		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	Callorhinus	Callorhinus ursinus
UP000289886	Acipenser ruthenus	7906	22004		Unknown	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae	Acipenser	Acipenser ruthenus
UP000290572	Labeo rohita	84645	32379		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Labeo	Labeo rohita
UP000291020	Gopherus agassizii	38772	31812		Unknown	Metazoa	Chordata		Testudines	Testudinidae	Gopherus	Gopherus agassizii
UP000291022	Ursus americanus	9643	32512		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus americanus
UP000296049	Anas platyrhynchos	8839	16592		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos
UP000297703	Platysternon megacephalum	55544	21371		Unknown	Metazoa	Chordata		Testudines	Platysternidae	Platysternon	Platysternon megacephalum
UP000298787	Collichthys lucidus	240159	27208		Unknown	Metazoa	Chordata	Actinopteri		Sciaenidae	Collichthys	Collichthys lucidus
UP000299084	Camelus dromedarius	9838	31080		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	Camelus dromedarius
UP000314980	Lates calcarifer	8187	57546		Unknown	Metazoa	Chordata	Actinopteri		Centropomidae	Lates	Lates calcarifer
UP000314981	Bos indicus x Bos taurus	30522	42150		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos indicus x Bos taurus
UP000314982	Hucho hucho	62062	90501		Unknown	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Hucho	Hucho hucho
UP000314983	Electrophorus electricus	8005	52901		Unknown	Metazoa	Chordata	Actinopteri	Gymnotiformes	Gymnotidae	Electrophorus	Electrophorus electricus
UP000314986	Callorhinchus milii	7868	49246		Unknown	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus milii
UP000316079	Danionella cerebrum	2873325	32815		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Danionidae	Danionella	Danionella cerebrum
UP000319801	Bagarius yarrelli	175774	17117		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Sisoridae	Bagarius	Bagarius yarrelli
UP000322234	Bos mutus	72004	21168		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus
UP000324632	Triplophysa tibetana	1572043	23866		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Nemacheilidae	Triplophysa	Triplophysa tibetana
UP000326458	Muntiacus muntjak	9888	24841		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus	Muntiacus muntjak
UP000327468	Pangasianodon hypophthalmus	310915	21221		Unknown	Metazoa	Chordata	Actinopteri	Siluriformes	Pangasiidae	Pangasianodon	Pangasianodon hypophthalmus
UP000327493	Etheostoma spectabile	54343	18371		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Etheostoma	Etheostoma spectabile
UP000335636	Marmota monax	9995	39793		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Sciuridae	Marmota	Marmota monax
UP000386466	Lynx pardinus	191816	30929		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx pardinus
UP000424527	Larimichthys crocea	215358	23960		Unknown	Metazoa	Chordata	Actinopteri		Sciaenidae	Larimichthys	Larimichthys crocea
UP000437017	Balaenoptera physalus	9770	19643		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera physalus
UP000465112	Perca fluviatilis	8168	24246		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Perca	Perca fluviatilis
UP000472241	Lynx canadensis	61383	35025		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx canadensis
UP000472260	Sinocyclocheilus anshuiensis	1608454	100275		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus	Sinocyclocheilus anshuiensis
UP000472261	Phasianus colchicus	9054	25507		Unknown	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Phasianus	Phasianus colchicus
UP000472262	Sinocyclocheilus grahami	75366	102126		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus	Sinocyclocheilus grahami
UP000472263	Myripristis murdjan	586833	55953		Unknown	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Myripristis murdjan
UP000472264	Echeneis naucrates	173247	54685		Unknown	Metazoa	Chordata	Actinopteri	Carangiformes	Echeneidae	Echeneis	Echeneis naucrates
UP000472265	Sparus aurata	8175	69199		Unknown	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Sparus	Sparus aurata
UP000472267	Salarias fasciatus	181472	55738		Unknown	Metazoa	Chordata	Actinopteri	Blenniiformes	Blenniidae	Salarias	Salarias fasciatus
UP000472268	Suricata suricatta	37032	37195		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Herpestidae	Suricata	Suricata suricatta
UP000472269	Athene cunicularia	194338	22627		Unknown	Metazoa	Chordata	Aves	Strigiformes	Strigidae	Athene	Athene cunicularia
UP000472270	Sinocyclocheilus rhinocerous	307959	97522		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Sinocyclocheilus	Sinocyclocheilus rhinocerous
UP000472271	Sphaeramia orbicularis	375764	57747		Unknown	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Sphaeramia	Sphaeramia orbicularis
UP000472272	Podarcis muralis	64176	36445		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis muralis
UP000472274	Terrapene triunguis	2587831	31610		Unknown	Metazoa	Chordata		Testudines	Emydidae	Terrapene	Terrapene triunguis
UP000472276	Oreochromis aureus	47969	47152		Unknown	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	Oreochromis aureus
UP000472277	Salmo trutta	8032	114756		Unknown	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo trutta
UP000475037	Crocuta crocuta	9678	16983		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Hyaenidae	Crocuta	Crocuta crocuta
UP000503349	Channa argus	215402	22264		Unknown	Metazoa	Chordata	Actinopteri	Anabantiformes	Channidae	Channa	Channa argus
UP000504602	Geospiza fortis	48883	19288		Unknown	Metazoa	Chordata	Aves	Passeriformes	Thraupidae	Geospiza	Geospiza fortis
UP000504611	Notothenia coriiceps	8208	29861		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Notothenia	Notothenia coriiceps
UP000504612	Notechis scutatus	8663	26669		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Notechis	Notechis scutatus
UP000504617	Thamnophis sirtalis	35019	22845		Unknown	Metazoa	Chordata	Lepidosauria	Squamata	Colubridae	Thamnophis	Thamnophis sirtalis
UP000504623	Chrysochloris asiatica	185453	24871		Unknown	Metazoa	Chordata	Mammalia		Chrysochloridae	Chrysochloris	Chrysochloris asiatica
UP000504624	Lepidothrix coronata	321398	28808		Unknown	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Lepidothrix	Lepidothrix coronata
UP000504627	Pipra filicauda	649802	29367		Unknown	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Pipra	Pipra filicauda
UP000504628	Phyllostomus discolor	89673	38708		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Phyllostomidae	Phyllostomus	Phyllostomus discolor
UP000504630	Cottoperca gobio	56716	32803		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Bovichtidae	Cottoperca	Cottoperca gobio
UP000504632	Chanos chanos	29144	28975		Unknown	Metazoa	Chordata	Actinopteri	Gonorynchiformes	Chanidae	Chanos	Chanos chanos
UP000504639	Aythya fuligula	219594	23986		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya fuligula
UP000504640	Sapajus apella	9515	49214		Unknown	Metazoa	Chordata	Mammalia	Primates	Cebidae	Sapajus	Sapajus apella
UP000515126	Mus caroli	10089	38135		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus caroli
UP000515129	Carassius auratus	7957	82907		Unknown	Metazoa	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Carassius	Carassius auratus
UP000515131	Puma concolor	9696	22784		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor
UP000515135	Branchiostoma belcheri	7741	31616		Unknown	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma belcheri
UP000515140	Phascolarctos cinereus	38626	37507		Unknown	Metazoa	Chordata	Mammalia	Diprotodontia	Phascolarctidae	Phascolarctos	Phascolarctos cinereus
UP000515145	Parambassis ranga	210632	35462		Unknown	Metazoa	Chordata	Actinopteri		Ambassidae	Parambassis	Parambassis ranga
UP000515150	Betta splendens	158456	43456		Unknown	Metazoa	Chordata	Actinopteri	Anabantiformes	Osphronemidae	Betta	Betta splendens
UP000515152	Clupea harengus	7950	40751		Unknown	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea harengus
UP000515156	Microcaecilia unicolor	1415580	30223		Unknown	Metazoa	Chordata	Amphibia	Gymnophiona	Siphonopidae	Microcaecilia	Microcaecilia unicolor
UP000515159	Geotrypetes seraphini	260995	38603		Unknown	Metazoa	Chordata	Amphibia	Gymnophiona	Dermophiidae	Geotrypetes	Geotrypetes seraphini
UP000515161	Gymnodraco acuticeps	8218	39778		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Bathydraconidae	Gymnodraco	Gymnodraco acuticeps
UP000515165	Zalophus californianus	9704	47365		Unknown	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	Zalophus	Zalophus californianus
UP000515202	Pteropus vampyrus	132908	34712		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus	Pteropus vampyrus
UP000515203	Octodon degus	10160	35368		Unknown	Metazoa	Chordata	Mammalia	Rodentia	Octodontidae	Octodon	Octodon degus
UP000515208	Bison bison bison	43346	29505		Unknown	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	Bison bison
UP000516988	Steatornis caripensis	48435	14501		Unknown	Metazoa	Chordata	Aves	Caprimulgiformes	Steatornithidae	Steatornis	Steatornis caripensis
UP000517678	Cnemophilus loriae	254448	14099		Unknown	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Cnemophilus	Cnemophilus loriae
UP000517892	Centropus unirufus	1118519	13993		Unknown	Metazoa	Chordata	Aves	Cuculiformes	Centropidae	Centropus	Centropus unirufus
UP000518266	Dissostichus mawsoni	36200	29104		Unknown	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Dissostichus	Dissostichus mawsoni
UP000518305	Hemiprocne comata	243314	13784		Unknown	Metazoa	Chordata	Aves	Apodiformes	Apodidae	Hemiprocne	Hemiprocne comata
UP000518911	Atlantisia rogersi	2478892	13649		Unknown	Metazoa	Chordata	Aves	Gruiformes	Rallidae	Atlantisia	Atlantisia rogersi
UP000519115	Spizaetus tyrannus	252798	14343		Unknown	Metazoa	Chordata	Aves	Accipitriformes	Accipitridae	Spizaetus	Spizaetus tyrannus
UP000519225	Pluvianellus socialis	227228	14306		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Charadriidae	Pluvianellus	Pluvianellus socialis
UP000519239	Ceuthmochares aereus	1961834	12202		Unknown	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	Ceuthmochares	Ceuthmochares aereus
UP000519684	Catharus fuscescens	159581	13906		Unknown	Metazoa	Chordata	Aves	Passeriformes	Turdidae	Catharus	Catharus fuscescens
UP000520463	Formicarius rufipectus	1118560	13577		Unknown	Metazoa	Chordata	Aves	Passeriformes	Formicariidae	Formicarius	Formicarius rufipectus
UP000520535	Brachypteracias leptosomus	135165	13408		Unknown	Metazoa	Chordata	Aves	Coraciiformes	Brachypteraciidae	Brachypteracias	Brachypteracias leptosomus
UP000520962	Piprites chloris	114369	14125		Unknown	Metazoa	Chordata	Aves	Passeriformes	Pipridae	Piprites	Piprites chloris
UP000521322	Dasyornis broadbenti	243059	14364		Unknown	Metazoa	Chordata	Aves	Passeriformes	Dasyornithidae	Dasyornis	Dasyornis broadbenti
UP000521525	Agelaius phoeniceus	39638	14089		Unknown	Metazoa	Chordata	Aves	Passeriformes	Icteridae	Agelaius	Agelaius phoeniceus
UP000521578	Menura novaehollandiae	47692	14416		Unknown	Metazoa	Chordata	Aves	Passeriformes	Menuridae	Menura	Menura novaehollandiae
UP000522270	Pterocles burchelli	2585816	13839		Unknown	Metazoa	Chordata	Aves	Pterocliformes	Pteroclidae	Pterocles	Pterocles burchelli
UP000522331	Leucopsar rothschildi	127929	13433		Unknown	Metazoa	Chordata	Aves	Passeriformes	Sturnidae	Leucopsar	Leucopsar rothschildi
UP000522663	Odontophorus gujanensis	886794	13809		Unknown	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Odontophorus	Odontophorus gujanensis
UP000523146	Toxostoma redivivum	99882	14127		Unknown	Metazoa	Chordata	Aves	Passeriformes	Mimidae	Toxostoma	Toxostoma redivivum
UP000523279	Dicaeum eximium	667154	13622		Unknown	Metazoa	Chordata	Aves	Passeriformes	Dicaeidae	Dicaeum	Dicaeum eximium
UP000524007	Leiothrix lutea	36275	13253		Unknown	Metazoa	Chordata	Aves	Passeriformes	Leiothrichidae	Leiothrix	Leiothrix lutea
UP000524187	Casuarius casuarius	8787	13719		Unknown	Metazoa	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius	Casuarius casuarius
UP000524451	Cettia cetti	68486	14828		Unknown	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Cettia	Cettia cetti
UP000524542	Urocynchramus pylzowi	571890	13671		Unknown	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	Urocynchramus	Urocynchramus pylzowi
UP000524558	Chroicocephalus maculipennis	287016	13922		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Laridae	Chroicocephalus	Chroicocephalus maculipennis
UP000525089	Pachyramphus minor	369605	13717		Unknown	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Pachyramphus	Pachyramphus minor
UP000525158	Smutsornis africanus	240209	13665		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Glareolidae	Rhinoptilus	Smutsornis africanus
UP000525205	Cochlearius cochlearius	110676	14058		Unknown	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	Cochlearius	Cochlearius cochlearius
UP000525319	Drymodes brunneopygia	626378	13533		Unknown	Metazoa	Chordata	Aves	Passeriformes	Petroicidae	Drymodes	Drymodes brunneopygia
UP000525416	Rynchops niger	227184	14305		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Laridae	Rynchops	Rynchops niger
UP000525565	Asarcornis scutulata	75869	14696		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Asarcornis	Asarcornis scutulata
UP000525714	Mionectes macconnelli	254557	14138		Unknown	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Mionectes	Mionectes macconnelli
UP000526602	Orthonyx spaldingii	38397	14263		Unknown	Metazoa	Chordata	Aves	Passeriformes	Orthonychidae	Orthonyx	Orthonyx spaldingii
UP000526889	Edolisoma coerulescens	2585810	13645		Unknown	Metazoa	Chordata	Aves	Passeriformes	Campephagidae	Edolisoma	Edolisoma coerulescens
UP000526942	Corythaixoides concolor	103956	14210		Unknown	Metazoa	Chordata	Aves	Musophagiformes	Musophagidae	Corythaixoides	Corythaixoides concolor
UP000527178	Hippolais icterina	68497	13629		Unknown	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Hippolais	Hippolais icterina
UP000527232	Oceanodroma tethys	79633	13990		Unknown	Metazoa	Chordata	Aves	Procellariiformes		Oceanodroma	Oceanodroma tethys
UP000527355	Myotis myotis	51298	45799		Unknown	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis myotis
UP000528411	Balaeniceps rex	33584	12216		Unknown	Metazoa	Chordata	Aves	Pelecaniformes	Balaenicipitidae	Balaeniceps	Balaeniceps rex
UP000528690	Anhinga rufa	317792	10475		Unknown	Metazoa	Chordata	Aves	Suliformes	Anhingidae	Anhinga	Anhinga rufa
UP000529728	Regulus satrapa	13245	12984		Unknown	Metazoa	Chordata	Aves	Passeriformes	Regulidae	Regulus	Regulus satrapa
UP000529852	Furnarius figulus	463165	13848		Unknown	Metazoa	Chordata	Aves	Passeriformes	Furnariidae	Furnarius	Furnarius figulus
UP000529965	Erithacus rubecula	37610	13660		Unknown	Metazoa	Chordata	Aves	Passeriformes	Turdidae	Erithacus	Erithacus rubecula
UP000530263	Columbina picui	115618	12280		Unknown	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Columbina	Columbina picui
UP000530962	Irena cyanogastra	175120	14199		Unknown	Metazoa	Chordata	Aves	Passeriformes	Irenidae	Irena	Irena cyanogastra
UP000531151	Geococcyx californianus	8947	13463		Standard	Metazoa	Chordata	Aves	Cuculiformes	Neomorphidae	Geococcyx	Geococcyx californianus
UP000531168	Amazona guildingii	175529	14181		Unknown	Metazoa	Chordata	Aves	Psittaciformes	Psittacidae	Amazona	Amazona guildingii
UP000531559	Nothocercus julius	2585813	13353		Unknown	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Nothocercus	Nothocercus julius
UP000531938	Nothoprocta ornata	83376	13721		Unknown	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta	Nothoprocta ornata
UP000532252	Motacilla alba	45807	13502		Unknown	Metazoa	Chordata	Aves	Passeriformes	Motacillidae	Motacilla	Motacilla alba
UP000532437	Erythrocercus mccallii	107208	14010		Unknown	Metazoa	Chordata	Aves	Passeriformes	Dicruridae	Erythrocercus	Erythrocercus mccallii
UP000532545	Bombycilla garrulus	125297	13775		Unknown	Metazoa	Chordata	Aves	Passeriformes	Bombycillidae	Bombycilla	Bombycilla garrulus
UP000532908	Stercorarius parasiticus	54059	13851		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	Stercorarius parasiticus
UP000533896	Lophotis ruficrista	172689	13899		Unknown	Metazoa	Chordata	Aves	Otidiformes	Otididae	Lophotis	Lophotis ruficrista
UP000533954	Eudromia elegans	8805	13636		Unknown	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Eudromia	Eudromia elegans
UP000534107	Bucco capensis	135168	14383		Unknown	Metazoa	Chordata	Aves	Piciformes	Bucconidae	Bucco	Bucco capensis
UP000534407	Oriolus oriolus	181099	13920		Close to standard (high value)	Metazoa	Chordata	Aves	Passeriformes	Corvidae	Oriolus	Oriolus oriolus
UP000534426	Crypturellus undulatus	48396	14020		Unknown	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Crypturellus	Crypturellus undulatus
UP000534626	Falcunculus frontatus	254539	14436		Unknown	Metazoa	Chordata	Aves	Passeriformes		Falcunculus	Falcunculus frontatus
UP000534634	Illadopsis cleaveri	201329	13397		Unknown	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Illadopsis	Illadopsis cleaveri
UP000534930	Myiagra hebetior	381031	13880		Unknown	Metazoa	Chordata	Aves	Passeriformes	Monarchidae	Myiagra	Myiagra hebetior
UP000535403	Calonectris borealis	1323832	14417		Unknown	Metazoa	Chordata	Aves	Procellariiformes	Procellariidae	Calonectris	Calonectris borealis
UP000535478	Uria aalge	13746	14163		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Alcidae	Uria	Uria aalge
UP000535705	Pycnonotus jocosus	182897	13881		Unknown	Metazoa	Chordata	Aves	Passeriformes	Pycnonotidae	Pycnonotus	Pycnonotus jocosus
UP000536033	Alca torda	28689	13958		Unknown	Metazoa	Chordata	Aves	Charadriiformes	Alcidae	Alca	Alca torda
UP000536092	Certhia brachydactyla	73330	13859		Unknown	Metazoa	Chordata	Aves	Passeriformes	Certhiidae	Certhia	Certhia brachydactyla
UP000536260	Syrrhaptes paradoxus	302527	13505		Unknown	Metazoa	Chordata	Aves	Pterocliformes	Pteroclidae	Syrrhaptes	Syrrhaptes paradoxus
UP000536381	Semnornis frantzii	91796	10801		Unknown	Metazoa	Chordata	Aves	Piciformes	Ramphastidae	Semnornis	Semnornis frantzii
UP000537039	Ciconia maguari	52777	13285		Unknown	Metazoa	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	Ciconia maguari
UP000537234	Dicrurus megarhynchus	450177	14215		Unknown	Metazoa	Chordata	Aves	Passeriformes	Dicruridae	Dicrurus	Dicrurus megarhynchus
UP000537522	Chauna torquata	30388	13466		Unknown	Metazoa	Chordata	Aves	Anseriformes	Anhimidae	Chauna	Chauna torquata
UP000537747	Mystacornis crossleyi	98133	10563		Unknown	Metazoa	Chordata	Aves	Passeriformes	Timaliidae	Mystacornis	Mystacornis crossleyi
UP000537779	Tyrannus savana	137541	13553		Standard	Metazoa	Chordata	Aves	Passeriformes	Tyrannidae	Tyrannus	Tyrannus savana
UP000538472	Nyctibius bracteatus	48426	13937		Unknown	Metazoa	Chordata	Aves	Caprimulgiformes	Nyctibiidae	Nyctibius	Nyctibius bracteatus
UP000538515	Sylvia borin	73324	13496		Unknown	Metazoa	Chordata	Aves	Passeriformes	Sylviidae	Sylvia	Sylvia borin
UP000538725	Melanocharis versteri	254552	13955		Unknown	Metazoa	Chordata	Aves	Passeriformes	Melanocharitidae	Melanocharis	Melanocharis versteri
